Date,Open,High,Low,Close,Adj Close,Volume
2021-03-10,13.985098,14.283097,13.958524,14.283097,11.029821,18872699
2021-03-11,14.372307,14.668409,14.340040,14.450129,11.158808,22471190
2021-03-12,14.425454,14.649428,14.349530,14.649428,11.312712,19043847
2021-03-15,14.960000,15.150000,14.812000,14.858000,11.550001,18918059
2021-03-16,15.000000,15.060000,14.676000,14.770000,11.481593,12579569
2021-03-17,14.702000,14.966000,14.702000,14.946000,11.618409,12742978
2021-03-18,15.060000,15.398000,15.022000,15.392000,11.965110,18390607
2021-03-19,15.124000,15.236000,14.756000,14.850000,11.543781,28239181
2021-03-22,14.664000,14.888000,14.578000,14.684000,11.414740,10672981
2021-03-23,14.646000,14.662000,14.108000,14.194000,11.033834,15211229
2021-03-24,14.050000,14.416000,13.988000,14.206000,11.043163,11127332
2021-03-25,14.122000,14.408000,14.072000,14.406000,11.198634,12824494
2021-03-26,14.570000,14.638000,14.420000,14.638000,11.378982,9504998
2021-03-29,14.700000,14.788000,14.530000,14.662000,11.397637,8470881
2021-03-30,14.782000,15.124000,14.696000,15.100000,11.738121,11252012
2021-03-31,15.190000,15.268000,15.006000,15.084000,11.725683,12679895
2021-04-01,15.196000,15.196000,15.002000,15.136000,11.766106,8000397
2021-04-06,15.388000,15.430000,15.230000,15.292000,11.887375,17012730
2021-04-07,15.330000,15.446000,15.134000,15.290000,11.885819,10302029
2021-04-08,15.362000,15.414000,14.820000,14.928000,11.604417,13073820
2021-04-09,14.990000,15.072000,14.800000,14.800000,11.504913,9367420
2021-04-12,14.740000,15.082000,14.714000,14.938000,11.612189,7134497
2021-04-13,14.942000,15.220000,14.940000,15.146000,11.773880,10689036
2021-04-14,15.204000,15.238000,14.976000,15.050000,11.699253,9515966
2021-04-15,15.060000,15.140000,14.968000,15.042000,11.693034,9488625
2021-04-16,15.116000,15.280000,15.102000,15.262000,11.864053,14462123
2021-04-19,15.050000,15.186000,14.766000,14.792000,11.744952,12982562
2021-04-20,14.800000,14.924000,14.142000,14.194000,11.270136,12526806
2021-04-21,14.248000,14.516000,13.980000,14.344000,11.389237,10648764
2021-04-22,14.400000,14.446000,14.164000,14.380000,11.417822,9287711
2021-04-23,14.280000,14.478000,14.242000,14.390000,11.425762,5991456
2021-04-26,14.400000,14.406000,14.154000,14.360000,11.401941,6149041
2021-04-27,14.348000,14.380000,14.208000,14.308000,11.360653,6044060
2021-04-28,14.358000,14.436000,14.258000,14.392000,11.427350,5660495
2021-04-29,14.430000,14.470000,13.734000,13.844000,10.992233,16997183
2021-04-30,13.942000,14.046000,13.768000,13.824000,10.976354,9599854
2021-05-03,13.842000,14.046000,13.786000,14.022000,11.133568,7464291
2021-05-04,14.040000,14.180000,13.756000,13.888000,11.027170,9455650
2021-05-05,14.080000,14.868000,13.954000,14.860000,11.798944,19667797
2021-05-06,14.888000,15.000000,14.694000,14.914000,11.841821,14377159
2021-05-07,15.000000,15.050000,14.824000,14.942000,11.864054,9822912
2021-05-10,15.028000,15.140000,14.984000,15.100000,11.989507,11010985
2021-05-11,14.920000,15.028000,14.536000,14.662000,11.641731,13399672
2021-05-12,14.680000,14.794000,14.492000,14.722000,11.689372,8475040
2021-05-13,14.520000,14.718000,14.170000,14.650000,11.632203,11428453
2021-05-14,14.798000,14.862000,14.502000,14.856000,11.795770,8563582
2021-05-17,14.968000,15.120000,14.900000,15.098000,11.987918,12737338
2021-05-18,15.180000,15.362000,14.972000,15.092000,11.983154,13354819
2021-05-19,14.940000,15.072000,14.550000,14.730000,11.695724,13476236
2021-05-20,14.890000,15.010000,14.726000,15.006000,11.914870,8674415
2021-05-21,15.080000,15.390000,15.006000,15.316000,12.161013,18987807
2021-05-24,15.322000,15.460000,15.254000,15.388000,12.218181,7466788
2021-05-25,15.410000,15.596000,15.390000,15.474000,12.286466,10835902
2021-05-26,15.502000,15.538000,15.312000,15.446000,12.264234,8003636
2021-05-27,15.360000,16.077999,15.360000,16.077999,12.766045,30850963
2021-05-28,16.049999,16.191999,15.860000,16.106001,12.788278,14181999
2021-05-31,16.052000,16.365999,16.021999,16.257999,12.908966,7263521
2021-06-01,16.309999,16.586000,16.308001,16.346001,12.978840,11428474
2021-06-02,16.351999,16.535999,16.268000,16.510000,13.109056,8909500
2021-06-03,16.452000,16.728001,16.334000,16.698000,13.258330,13263315
2021-06-04,16.799999,17.205999,16.690001,17.166000,13.629925,17358812
2021-06-07,17.219999,17.462000,17.101999,17.454000,13.858600,15013377
2021-06-08,17.430000,17.558001,17.219999,17.476000,13.876067,15650056
2021-06-09,17.480000,17.549999,17.112000,17.232000,13.682330,10798544
2021-06-10,17.146000,17.216000,16.653999,17.000000,13.498120,14506706
2021-06-11,16.920000,17.188000,16.910000,17.150000,13.617221,6935974
2021-06-14,17.218000,17.299999,16.893999,16.968000,13.472713,9417505
2021-06-15,16.968000,17.059999,16.872000,16.898001,13.417132,7079670
2021-06-16,17.049999,17.082001,16.698000,16.900000,13.418719,12774845
2021-06-17,16.955999,17.148001,16.882000,16.958000,13.464772,10581252
2021-06-18,16.893999,17.096001,16.459999,16.464001,13.072533,20152531
2021-06-21,16.350000,17.038000,16.000000,17.020000,13.514001,10837130
2021-06-22,17.049999,17.143999,16.903999,16.986000,13.487003,7752292
2021-06-23,17.080000,17.288000,16.952000,16.952000,13.460007,11151503
2021-06-24,17.052000,17.148001,16.927999,16.992001,13.491768,9194651
2021-06-25,17.139999,17.146000,16.916000,17.062000,13.547348,7418861
2021-06-28,17.062000,17.146000,16.841999,16.841999,13.372665,8997665
2021-06-29,16.922001,17.035999,16.792000,16.822001,13.356788,6672159
2021-06-30,16.826000,16.910000,16.360001,16.554001,13.143993,13401340
2021-07-01,16.610001,16.740000,16.516001,16.702000,13.261505,7156812
2021-07-02,16.770000,16.851999,16.625999,16.698000,13.258330,5839495
2021-07-05,16.648001,16.959999,16.552000,16.931999,13.444127,7265429
2021-07-06,16.978001,17.134001,16.653999,16.730000,13.283738,13243160
2021-07-07,16.830000,16.993999,16.441999,16.591999,13.174164,11656240
2021-07-08,16.459999,16.493999,15.870000,16.035999,12.732697,19081376
2021-07-09,16.184000,16.507999,16.150000,16.486000,13.089999,10511151
2021-07-12,16.540001,16.568001,16.284000,16.486000,13.089999,6736333
2021-07-13,16.500000,16.524000,16.186001,16.247999,12.901027,6940441
2021-07-14,16.160000,16.445999,16.132000,16.240000,12.894675,6697024
2021-07-15,16.156000,16.228001,15.896000,16.007999,12.710464,7133285
2021-07-16,15.960000,16.044001,15.632000,15.686000,12.454795,8195845
2021-07-19,15.470000,15.610000,14.858000,15.122000,12.006974,15981592
2021-07-20,15.166000,15.348000,14.930000,15.160000,12.037147,9275450
2021-07-21,15.262000,15.784000,15.206000,15.680000,12.450031,9330788
2021-07-22,15.870000,15.914000,15.548000,15.590000,12.378571,8491649
2021-07-23,15.740000,15.926000,15.664000,15.752000,12.507198,6245286
2021-07-26,15.606000,15.962000,15.540000,15.886000,12.613596,6106773
2021-07-27,15.842000,15.842000,15.644000,15.688000,12.456383,5624955
2021-07-28,15.660000,15.882000,15.624000,15.822000,12.562779,5256382
2021-07-29,15.882000,16.400000,15.866000,16.354000,12.985191,9237091
2021-07-30,16.200001,16.304001,16.056000,16.190001,12.854975,6332422
2021-08-02,16.332001,16.566000,16.260000,16.370001,12.997896,8753099
2021-08-03,16.990000,17.233999,16.851999,17.062000,13.547348,22351876
2021-08-04,17.100000,17.500000,17.090000,17.448000,13.853836,18697506
2021-08-05,17.402000,17.620001,17.278000,17.444000,13.850659,12451584
2021-08-06,17.459999,17.986000,17.454000,17.874001,14.192083,17413106
2021-08-09,17.922001,18.150000,17.860001,17.996000,14.288951,9916408
2021-08-10,17.990000,18.038000,17.900000,17.950001,14.252428,8331189
2021-08-11,17.959999,18.070000,17.888000,18.018000,14.306419,7782123
2021-08-12,18.087999,18.500000,18.049999,18.497999,14.687542,12643699
2021-08-13,18.500000,18.738001,18.497999,18.610001,14.776472,12052570
2021-08-16,18.382000,18.600000,18.250000,18.341999,14.563677,8899377
2021-08-17,18.240000,18.247999,17.844000,17.844000,14.168262,12382803
2021-08-18,17.922001,18.018000,17.690001,17.980000,14.276247,7911926
2021-08-19,17.544001,17.690001,17.340000,17.340000,13.768083,12424284
2021-08-20,17.316000,17.400000,17.021999,17.139999,13.609281,10339734
2021-08-23,17.420000,17.590000,17.101999,17.205999,13.661684,8801811
2021-08-24,17.350000,17.392000,17.082001,17.250000,13.696622,7032288
2021-08-25,17.313999,17.365999,17.162001,17.290001,13.728383,7695626
2021-08-26,17.195999,17.323999,17.100000,17.129999,13.601340,9665894
2021-08-27,17.100000,17.214001,17.032000,17.164000,13.628337,5985747
2021-08-30,17.240000,17.288000,17.011999,17.018000,13.512412,6510591
2021-08-31,17.018000,17.090000,16.770000,16.931999,13.444127,16867315
2021-09-01,17.090000,17.122000,16.784000,16.840000,13.371079,10532935
2021-09-02,16.950001,17.125999,16.886000,17.124001,13.596578,8804349
2021-09-03,17.202000,17.337999,17.062000,17.129999,13.601340,9948006
2021-09-06,17.190001,17.304001,17.136000,17.242001,13.690270,4751573
2021-09-07,17.250000,17.282000,16.969999,17.086000,13.566404,8809835
2021-09-08,16.816000,16.837999,16.572001,16.598000,13.178929,17233181
2021-09-09,16.483999,16.714001,16.375999,16.688000,13.250390,11027535
2021-09-10,16.760000,16.954000,16.681999,16.704000,13.263094,12892650
2021-09-13,16.709999,16.916000,16.636000,16.827999,13.361550,8587638
2021-09-14,16.920000,17.177999,16.896000,16.952000,13.460007,15472464
2021-09-15,17.100000,17.438000,17.070000,17.340000,13.768083,15052725
2021-09-16,17.514000,17.736000,17.378000,17.410000,13.823663,16190125
2021-09-17,17.530001,17.676001,16.809999,16.809999,13.347258,84696171
2021-09-20,16.719999,16.719999,15.910000,16.058001,12.750167,34169123
2021-09-21,16.180000,16.330000,15.924000,16.032000,12.729521,15507556
2021-09-22,16.164000,16.552000,16.132000,16.552000,13.142405,12730360
2021-09-23,16.700001,16.780001,16.455999,16.768000,13.313910,13181642
2021-09-24,16.768000,16.903999,16.520000,16.788000,13.329791,10177267
2021-09-27,16.950001,16.980000,16.686001,16.936001,13.447304,9992278
2021-09-28,16.983999,17.160000,16.417999,16.431999,13.047123,14986762
2021-09-29,16.510000,16.752001,16.466000,16.660000,13.228157,9582369
2021-09-30,16.818001,16.912001,16.459999,16.521999,13.118584,11491288
2021-10-01,16.219999,16.454000,15.946000,16.268000,12.916906,14051533
2021-10-04,16.228001,16.372000,15.978000,16.138000,12.813686,8363713
2021-10-05,16.219999,16.612000,16.104000,16.556000,13.145580,9711759
2021-10-06,16.379999,16.393999,15.770000,15.966000,12.677116,17829450
2021-10-07,16.170000,16.572001,16.134001,16.572001,13.158285,12451563
2021-10-08,16.538000,16.740000,16.507999,16.674000,13.239274,10583799
2021-10-11,16.594000,16.931999,16.542000,16.826000,13.359962,7698508
2021-10-12,16.600000,16.912001,16.507999,16.856001,13.383783,8067074
2021-10-13,16.864000,17.294001,16.812000,16.830000,13.363139,12943620
2021-10-14,17.000000,17.110001,16.886000,17.028000,13.520352,8292382
2021-10-15,17.160000,17.275999,17.098000,17.205999,13.661684,9442031
2021-10-18,17.190001,17.266001,16.851999,16.892000,13.412368,7551088
2021-10-19,17.011999,17.020000,16.736000,16.778000,13.321851,7838678
2021-10-20,16.764000,16.872000,16.438000,16.820000,13.355199,9565114
2021-10-21,16.650000,16.993999,16.563999,16.854000,13.382195,7989749
2021-10-22,16.802000,17.040001,16.742001,16.850000,13.379019,7749950
2021-10-25,16.916000,17.580000,16.860001,17.514000,13.906240,16056542
2021-10-26,17.598000,17.695999,17.426001,17.572001,13.952292,11255997
2021-10-27,17.500000,17.586000,17.341999,17.559999,13.942764,11351659
2021-10-28,17.698000,17.996000,17.252001,17.285999,13.725205,14954555
2021-10-29,17.150000,17.275999,16.978001,17.250000,13.696622,11777883
2021-11-01,17.280001,17.582001,17.214001,17.450001,13.855424,8713760
2021-11-02,17.392000,17.549999,17.327999,17.468000,13.869716,8006195
2021-11-03,17.480000,17.604000,17.388000,17.548000,13.933236,9275298
2021-11-04,17.700001,17.820000,17.528000,17.639999,14.006285,12213425
2021-11-05,17.562000,17.806000,17.476000,17.718000,14.068218,9759703
2021-11-08,17.680000,17.695999,17.431999,17.535999,13.923706,8625008
2021-11-09,17.552000,17.733999,17.426001,17.440001,13.847485,10009713
2021-11-10,17.514000,17.930000,17.480000,17.882000,14.198434,11485816
2021-11-11,17.882000,17.959999,17.754000,17.886000,14.201610,9421866
2021-11-12,17.889999,17.945999,17.691999,17.875999,14.193670,9648515
2021-11-15,17.892000,18.042000,17.766001,17.950001,14.252428,8750371
2021-11-16,18.002001,18.198000,17.966000,18.090000,14.363588,11678397
2021-11-17,18.110001,18.146000,17.872000,17.955999,14.257191,8661810
2021-11-18,17.978001,18.087999,17.850000,17.964001,14.263543,8452178
2021-11-19,18.000000,18.046000,17.238001,17.514000,13.906240,19103172
2021-11-22,17.462000,17.580000,17.294001,17.458000,13.861775,8060360
2021-11-23,17.250000,17.290001,17.010000,17.010000,13.506061,9956145
2021-11-24,17.010000,17.038000,16.504000,16.808001,13.345672,11525744
2021-11-25,16.886000,16.892000,16.580000,16.708000,13.266271,8940028
2021-11-26,16.004000,16.230000,15.530000,15.566000,12.359514,20502015
2021-11-29,15.874000,15.892000,15.460000,15.568000,12.361102,15205979
2021-11-30,15.212000,15.376000,14.838000,15.140000,12.021267,35845702
2021-12-01,15.380000,16.063999,15.264000,16.000000,12.704113,15282918
2021-12-02,15.800000,16.214001,15.740000,15.928000,12.646945,12111703
2021-12-03,16.146000,16.200001,15.648000,15.744000,12.500847,11094009
2021-12-06,15.864000,16.337999,15.718000,16.292000,12.935963,10231347
2021-12-07,16.490000,16.993999,16.422001,16.872000,13.396487,15259763
2021-12-08,16.730000,16.884001,16.562000,16.681999,13.245625,10273796
2021-12-09,16.652000,16.757999,16.436001,16.448000,13.059828,8517545
2021-12-10,16.370001,16.705999,16.275999,16.490000,13.093177,9130267
2021-12-13,16.573999,16.732000,16.360001,16.365999,12.994719,7034616
2021-12-14,16.379999,16.521999,16.243999,16.270000,12.918495,7599785
2021-12-15,16.441999,16.552000,16.230000,16.316000,12.955019,7393498
2021-12-16,16.660000,16.914000,16.590000,16.854000,13.382195,13458497
2021-12-17,16.672001,16.771999,16.337999,16.414000,13.032831,18296549
2021-12-20,16.000000,16.049999,15.632000,15.820000,12.561192,12556793
2021-12-21,16.100000,16.308001,15.950000,16.308001,12.948668,6883145
2021-12-22,16.299999,16.452000,16.129999,16.452000,13.063004,6756495
2021-12-23,16.520000,16.632000,16.468000,16.598000,13.178929,5978418
2021-12-27,16.510000,16.832001,16.488001,16.832001,13.364728,4877417
2021-12-28,16.878000,17.020000,16.812000,16.854000,13.382195,5335070
2021-12-29,16.854000,16.903999,16.594000,16.702000,13.261505,4705186
2021-12-30,16.732000,16.788000,16.610001,16.686001,13.248802,5186391
2022-01-03,16.670000,17.416000,16.670000,17.327999,13.758554,13228121
2022-01-04,17.420000,17.840000,17.186001,17.714001,14.065042,12358013
2022-01-05,17.879999,18.427999,17.684000,18.427999,14.631962,19973672
2022-01-06,18.100000,18.620001,18.084000,18.246000,14.487453,14026830
2022-01-07,18.312000,18.497999,17.850000,18.002001,14.293716,12478895
2022-01-10,18.132000,18.274000,17.812000,17.864000,14.184141,9088781
2022-01-11,17.900000,18.101999,17.879999,18.040001,14.323888,6293653
2022-01-12,18.200001,18.483999,18.068001,18.379999,14.593850,11451163
2022-01-13,18.379999,19.010000,18.320000,19.010000,15.094074,16893589
2022-01-14,18.900000,19.158001,18.629999,18.974001,15.065491,12639580
2022-01-17,19.104000,19.323999,19.004000,19.139999,15.197295,8814355
2022-01-18,19.042000,19.208000,18.770000,19.094000,15.160772,10158795
2022-01-19,18.968000,19.350000,18.879999,18.990000,15.078194,11809912
2022-01-20,18.900000,19.216000,18.511999,18.794001,14.922568,18772137
2022-01-21,17.986000,18.298000,17.850000,18.128000,14.393761,18846784
2022-01-24,18.000000,18.100000,16.782000,16.788000,13.329791,21923090
2022-01-25,17.035999,17.066000,16.374001,16.601999,13.182105,18049061
2022-01-26,16.719999,17.458000,16.638000,17.403999,13.818898,20085910
2022-01-27,17.299999,17.796000,17.128000,17.542000,13.928472,14202828
2022-01-28,17.410000,17.424000,16.830000,17.068001,13.552114,13266845
2022-01-31,17.400000,17.416000,16.804001,16.969999,13.474299,13546323
2022-02-01,17.150000,17.386000,17.106001,17.344000,13.771258,10512973
2022-02-02,17.374001,17.625999,17.346001,17.476000,13.876067,11088446
2022-02-03,17.450001,17.625999,17.330000,17.374001,13.795079,11443273
2022-02-04,17.320000,17.398001,16.340000,16.462000,13.070944,20977707
2022-02-07,16.677999,16.780001,16.302000,16.302000,12.943903,12505001
2022-02-08,16.261999,16.726000,16.200001,16.438000,13.051888,10198211
2022-02-09,16.600000,17.134001,16.580000,17.106001,13.582285,12414926
2022-02-10,17.181999,17.188000,16.746000,16.959999,13.466359,11428071
2022-02-11,16.670000,17.006001,16.610001,16.770000,13.315498,11021695
2022-02-14,16.219999,16.434000,15.830000,16.340000,12.974075,16408259
2022-02-15,16.247999,17.025999,16.166000,17.011999,13.507648,12740314
2022-02-16,17.114000,17.280001,17.021999,17.170000,13.633101,8776802
2022-02-17,17.160000,17.222000,16.718000,16.850000,13.379019,10002753
2022-02-18,16.924000,17.068001,16.580000,16.691999,13.253565,8603795
2022-02-21,16.912001,16.988001,16.068001,16.304001,12.945491,10441662
2022-02-22,15.800000,16.570000,15.632000,16.346001,12.978840,15745316
2022-02-23,17.000000,17.506001,16.910000,17.066000,13.550524,25063894
2022-02-24,16.129999,16.784000,15.716000,16.034000,12.731110,27661075
2022-02-25,16.400000,16.886000,15.882000,16.884001,13.406015,19995543
2022-02-28,16.250000,16.496000,15.808000,16.370001,12.997896,22573238
2022-03-01,16.299999,16.549999,15.236000,15.236000,12.097492,23131549
2022-03-02,15.010000,15.606000,14.730000,15.392000,12.221356,19760491
2022-03-03,15.510000,15.720000,14.876000,14.960000,11.878345,17317291
2022-03-04,14.660000,14.846000,13.706000,13.822000,10.974765,27863742
2022-03-07,12.540000,13.578000,12.166000,12.938000,10.272863,31710379
2022-03-08,12.600000,13.572000,12.510000,12.932000,10.268100,23437500
2022-03-09,13.518000,14.520000,13.308000,14.520000,11.528982,24728697
2022-03-10,14.630000,14.666000,13.362000,13.470000,10.695275,19799814
2022-03-11,13.640000,14.002000,13.382000,13.496000,10.715919,17787316
2022-03-14,13.954000,14.274000,13.754000,14.000000,11.116098,16297996
2022-03-15,13.800000,14.296000,13.530000,14.156000,11.239964,14565554
2022-03-16,14.640000,15.210000,14.476000,15.060000,11.957747,23758292
2022-03-17,15.104000,15.246000,14.444000,14.716000,11.684608,14601848
2022-03-18,14.730000,14.810000,14.166000,14.664000,11.643318,18834516
2022-03-21,14.650000,14.864000,14.518000,14.608000,11.598855,10727585
2022-03-22,14.616000,15.034000,14.564000,14.822000,11.768772,12015856
2022-03-23,14.986000,15.028000,14.410000,14.594000,11.587738,12834850
2022-03-24,14.562000,14.746000,14.318000,14.412000,11.443229,11775585
2022-03-25,14.468000,14.532000,14.254000,14.434000,11.460697,8201329
2022-03-28,14.480000,14.732000,14.436000,14.450000,11.473401,11175290
2022-03-29,14.664000,15.516000,14.618000,15.410000,12.235649,21554111
2022-03-30,15.380000,15.380000,15.040000,15.166000,12.041911,12692282
2022-03-31,15.232000,15.318000,14.800000,14.800000,11.751305,11919513
2022-04-01,14.784000,15.004000,14.688000,14.790000,11.743364,11448264
2022-04-04,14.854000,15.030000,14.460000,14.888000,11.821177,10698097
2022-04-05,14.896000,14.920000,14.270000,14.340000,11.386061,15997790
2022-04-06,14.292000,14.304000,13.476000,13.702000,10.879484,24669291
2022-04-07,13.760000,14.090000,13.540000,13.540000,10.750855,11808221
2022-04-08,13.954000,14.054000,13.690000,13.766000,10.930302,11644663
2022-04-11,13.654000,13.976000,13.498000,13.922000,11.054166,9999354
2022-04-12,13.672000,14.120000,13.606000,13.906000,11.041462,10551107
2022-04-13,13.830000,13.978000,13.646000,13.974000,11.095454,15693607
2022-04-14,14.030000,14.170000,13.912000,14.074000,11.174855,16219191
2022-04-19,13.268000,13.510000,13.120000,13.348000,11.444066,15206061
2022-04-20,13.350000,13.544000,13.260000,13.420000,11.505797,11110836
2022-04-21,13.420000,13.748000,13.350000,13.550000,11.617253,11630517
2022-04-22,13.336000,13.496000,13.108000,13.112000,11.241730,12733816
2022-04-25,12.882000,13.006000,12.648000,12.800000,10.974232,11770439
2022-04-26,13.050000,13.058000,12.374000,12.392000,10.624429,13940427
2022-04-27,12.450000,12.698000,12.086000,12.640000,10.837055,13554190
2022-04-28,12.836000,13.188000,12.566000,12.796000,10.970802,12484763
2022-04-29,13.040000,13.142000,12.904000,12.982000,11.130272,14469407
2022-05-02,12.812000,12.898000,12.206000,12.590000,10.794187,14107680
2022-05-03,12.762000,13.036000,12.698000,12.990000,11.137131,14744944
2022-05-04,13.098000,13.098000,12.822000,12.822000,10.993094,8840908
2022-05-05,13.404000,13.462000,12.684000,12.730000,10.914216,19205981
2022-05-06,12.678000,13.310000,12.572000,13.144000,11.269165,20259397
2022-05-09,13.184000,13.284000,12.700000,12.700000,10.888495,11725915
2022-05-10,13.010000,13.160000,12.796000,12.848000,11.015385,12445007
2022-05-11,13.026000,13.358000,12.924000,13.230000,11.342897,12927245
2022-05-12,12.894000,13.344000,12.784000,13.254000,11.363475,14249318
2022-05-13,13.334000,13.792000,13.268000,13.770000,11.805873,15173714
2022-05-16,13.770000,13.860000,13.564000,13.682000,11.730426,9695769
2022-05-17,13.768000,13.898000,13.594000,13.728000,11.769864,10240007
2022-05-18,13.794000,13.884000,13.500000,13.508000,11.581245,8960300
2022-05-19,13.290000,13.478000,13.020000,13.472000,11.550380,12962051
2022-05-20,13.680000,14.054000,13.514000,13.540000,11.608681,18384165
2022-05-23,13.880000,13.898000,13.406000,13.572000,11.636116,12594588
2022-05-24,13.428000,13.536000,13.134000,13.136000,11.262306,16671957
2022-05-25,13.330000,13.394000,12.916000,13.380000,11.471502,12973796
2022-05-26,13.404000,13.776000,13.318000,13.710000,11.754432,10918350
2022-05-27,13.820000,13.872000,13.624000,13.748000,11.787011,9327762
2022-05-30,13.900000,14.036000,13.790000,14.000000,12.003066,7221482
2022-05-31,13.922000,14.180000,13.804000,13.934000,11.946481,37176304
2022-06-01,14.128000,14.498000,14.008000,14.176000,12.153962,15541300
2022-06-02,14.288000,14.322000,14.170000,14.264000,12.229410,6171646
2022-06-03,14.286000,14.350000,13.746000,13.792000,11.824736,11428730
2022-06-06,13.978000,14.140000,13.900000,14.058000,12.052794,7563365
2022-06-07,13.926000,14.042000,13.764000,13.888000,11.907043,7108409
2022-06-08,13.938000,14.098000,13.902000,14.008000,12.009926,9634086
2022-06-09,13.900000,14.030000,13.652000,13.712000,11.756146,10113779
2022-06-10,13.610000,13.652000,12.936000,12.992000,11.138845,15037945
2022-06-13,12.720000,12.766000,12.370000,12.482000,10.701591,14372229
2022-06-14,12.660000,12.664000,12.178000,12.478000,10.698161,10537828
2022-06-15,12.754000,12.894000,12.492000,12.830000,10.999953,11332648
2022-06-16,12.742000,12.800000,12.104000,12.152000,10.418662,14611301
2022-06-17,12.138000,12.470000,12.126000,12.236000,10.490681,18533131
2022-06-20,12.300000,12.426000,12.172000,12.388000,10.620999,7581801
2022-06-21,12.412000,12.762000,12.384000,12.698000,10.886781,7844175
2022-06-22,12.556000,12.608000,12.144000,12.480000,10.699876,11676761
2022-06-23,12.456000,12.570000,12.214000,12.214000,10.471818,10255053
2022-06-24,12.296000,12.450000,12.068000,12.428000,10.655293,12342250
2022-06-27,12.482000,12.766000,12.290000,12.420000,10.648436,9393955
2022-06-28,12.544000,12.784000,12.508000,12.540000,10.751318,7639261
2022-06-29,12.128000,12.314000,12.086000,12.190000,10.451241,12427900
2022-06-30,11.996000,12.024000,11.626000,11.792000,10.110011,14512586
2022-07-01,11.630000,11.936000,11.500000,11.720000,10.048282,10328930
2022-07-04,11.850000,11.890000,11.478000,11.596000,9.941968,6107231
2022-07-05,11.632000,11.740000,11.158000,11.240000,9.636747,11642021
2022-07-06,11.452000,11.504000,11.190000,11.204000,9.605884,9293802
2022-07-07,11.420000,12.088000,11.364000,11.998000,10.286628,14373601
2022-07-08,11.986000,12.488000,11.950000,12.458000,10.681015,13180717
2022-07-11,12.136000,12.456000,12.112000,12.200000,10.459815,8626651
2022-07-12,12.020000,12.328000,12.010000,12.298000,10.543837,11261520
2022-07-13,12.180000,12.184000,11.840000,12.000000,10.288343,10238269
2022-07-14,11.946000,12.082000,11.550000,11.692000,10.024276,10415134
2022-07-15,11.696000,12.084000,11.610000,11.956000,10.250619,11581552
2022-07-18,12.158000,12.328000,12.048000,12.254000,10.506113,9922342
2022-07-19,12.086000,12.782000,12.032000,12.724000,10.909073,12516806
2022-07-20,12.782000,12.900000,12.356000,12.642000,10.838769,12157434
